,Global Rank,Institution,Country,Sector
3218,767,Cukurova University,TUR,Universities
3219,767,Henan University of Traditional Chinese Medicine *,CHN,Universities
3220,768,Nanjing Xiaozhuang University,CHN,Universities
3221,768,Synchrotron Light Research Institute,THA,Government
3222,768,Hematological Scientific Centre of the Russian Academy of Medical Sciences,RUS,Health
3223,768,University of Malakand,PAK,Universities
3224,768,Fu Jen Catholic University,TWN,Universities
3225,768,Institute for Advanced Studies in Basic Sciences,IRN,Universities
3226,768,Sepuluh Nopember Institute of Technology,IDN,Universities
3227,768,Universite Hassan II de Casablanca *,MAR,Universities
3228,769,Institute of Atomic Physics *,ROU,Government
3229,769,Universidad de Antioquia *,COL,Universities
3230,769,Instituto Potosino de Investigacion Cientifica y Tecnologica,MEX,Government
3231,769,Instituto Militar de Engenharia,BRA,Government
3232,769,Centro Brasileiro de Pesquisas Fisicas,BRA,Government
3233,769,Technical University of Cluj-Napoca,ROU,Universities
3234,770,Lorestan University of Medical Sciences,IRN,Universities
3235,770,National Ilan University,TWN,Universities
3236,770,Maharshi Dayanand University,IND,Universities
3237,770,Max Born Institut fur Nichtlineare Optik und Kurzzeitspektroskopie,DEU,Government
3238,770,Centre for Energy Research Hungarian Academy of Sciences,HUN,Government
3239,770,Middle Technical University,IRQ,Universities
3240,770,Universidad Catolica de la Santisima Concepcion,CHL,Universities
3241,770,Universidad Nacional de Cuyo *,ARG,Universities
3242,770,Konan University,JPN,Universities
3243,771,Inonu University,TUR,Universities
3244,771,Universite Moulay Ismail *,MAR,Universities
3245,771,Health Canada,CAN,Health
3246,771,Koya University,IRQ,Universities
3247,771,Beijing Institute of Petrochemical Technology,CHN,Universities
3248,771,Missouri State University,USA,Universities
3249,771,Old Dominion University,USA,Universities
3250,771,Universidade Federal do Espirito Santo,BRA,Universities
3251,771,Centro Cientifico Tecnologico de Cordoba,ARG,Government
3252,771,Bashkir State Medical University,RUS,Universities
3253,772,Bozok University *,TUR,Universities
3254,772,Universidad Nacional del Comahue *,ARG,Universities
3255,772,Indian Agricultural Research Institute,IND,Government
3256,772,"Instituto Federal de Educacao, Ciencia e Tecnologia do Ceara",BRA,Universities
3257,772,Hefei Normal University,CHN,Universities
3258,772,Kuwait Institute for Scientific Research *,KWT,Government
3259,772,Durban University of Technology,ZAF,Universities
3260,773,Universidad Nacional del Litoral *,ARG,Universities
3261,773,Toyo University,JPN,Universities
3262,773,Jan Evangelista Purkyne University,CZE,Universities
3263,773,Universidad de Guadalajara,MEX,Universities
3264,773,Akita Prefectural University,JPN,Universities
3265,773,Centro Cientifico Tecnologico de Santa Fe,ARG,Government
3266,774,China Meteorological Administration,CHN,Government
3267,774,Yildiz Technical University,TUR,Universities
3268,774,Kagawa University *,JPN,Universities
3269,774,Near East University,CYP,Universities
3270,774,Democritus University Of Thrace,GRC,Universities
3271,774,City of Scientific Research and Technological Applications *,EGY,Government
3272,774,Hunan University of Arts and Science,CHN,Universities
3273,774,Yazd University,IRN,Universities
3274,775,Institut de Recherche sur les Systemes Atomiques et Moleculaires Complexes,FRA,Government
3275,775,University of Nairobi,KEN,Universities
3276,775,A. M. Prokhorov General Physics Institute Russian Academy of Sciences,RUS,Government
3277,775,Central University of Gujarat,IND,Universities
3278,775,Eastern Mediterranean University,CYP,Universities
3279,775,Universite de Sousse,TUN,Universities
3280,775,Pondicherry University,IND,Universities
3281,776,Taras Shevchenko National University of Kyiv,UKR,Universities
3282,776,Guru Jambheshwar University of Science and Technology,IND,Universities
3283,776,Sunway University,MYS,Universities
3284,776,"Institute of Modern Physics, Chinese Academy of Sciences",CHN,Government
3285,776,Sofia University,BGR,Universities
3286,776,University of Azad Jammu and Kashmir,PAK,Universities
3287,776,University of Peloponnese,GRC,Universities
3288,776,"Indian Institute of Engineering Science and Technology, Shibpur",IND,Universities
3289,777,University of Mazandaran,IRN,Universities
3290,777,Instituto Nacional de Pesquisas da Amazonia,BRA,Government
3291,777,University of Life Sciences in Lublin,POL,Universities
3292,777,Tanta University,EGY,Universities
3293,777,Babes-Bolyai University,ROU,Universities
3294,777,Centre de Biotechnologie de Borj Cedria,TUN,Government
3295,778,Instituto de Investigacion Sanitaria Galicia Sur *,ESP,Health
3296,778,Karunya Institute of Technology and Sciences,IND,Universities
3297,778,Universitas Sumatera Utara,IDN,Universities
3298,778,Chongqing Normal University,CHN,Universities
3299,778,Universite Cadi Ayyad *,MAR,Universities
3300,778,Acharya Nagarjuna University,IND,Universities
3301,778,Mohan Lal Sukhadia University,IND,Universities
3302,778,Egypt-Japan University of Science and Technology,EGY,Universities
3303,779,University of Kalyani,IND,Universities
3304,779,Universidade Federal da Paraiba,BRA,Universities
3305,779,Belgian Nuclear Research Centre,BEL,Government
3306,779,Ugc-Dae Consortium for Scientific Research Indore *,IND,Government
3307,779,Srinakharinwirot University,THA,Universities
3308,779,Universidade Federal Fluminense,BRA,Universities
3309,779,Hamadan University of Medical Sciences,IRN,Universities
3310,779,Agricultural Research Education and Extension Organization *,IRN,Government
3311,779,Universidad del Atlantico,COL,Universities
3312,779,Tokyo University of Agriculture,JPN,Universities
3313,779,Xi'an University of Post and Telecommunications,CHN,Universities
3314,780,Bangalore University,IND,Universities
3315,780,K.N.Toosi University of Technology,IRN,Universities
3316,780,Yalova University,TUR,Universities
3317,780,National Electronics and Computer Technology Center,THA,Government
3318,780,Allama Iqbal Open University,PAK,Universities
3319,780,Pamukkale University,TUR,Universities
3320,780,Ecole Nationale Superieure de Techniques Avancees,FRA,Universities
3321,780,Kotel'nikov Institute of Radio Engineering and Electronics Russian Academy of Sciences,RUS,Government
3322,780,Universite Mohammed V de Rabat *,MAR,Universities
3323,780,Universidade Federal do Maranhao,BRA,Universities
3324,780,Gazi University,TUR,Universities
3325,780,Instituto Tecnologico de Aeronautica,BRA,Universities
3326,781,Military University of Technology,POL,Universities
3327,781,University of Bojnord,IRN,Universities
3328,781,Mackay Medical College,TWN,Universities
3329,781,Universitat Koblenz-Landau,DEU,Universities
3330,781,Saitama University,JPN,Universities
3331,782,"Instituto de Investigacion Sanitaria FJD, UAM",ESP,Health
3332,782,AlbaNova University Center,SWE,Universities
3333,782,Nippon Steel Corp *,MUL,Companies
3334,782,"University of Missouri, Saint Louis",USA,Universities
3335,782,Genetic Engineering and Biotechnology Research Institute,EGY,Government
3336,782,Ioffe Institute Russian Academy of Sciences,RUS,Government
3337,783,Lovely Professional University,IND,Universities
3338,783,Shaqra University,SAU,Universities
3339,783,National Technical University of Ukraine - Kyiv Polytechnic Institute,UKR,Universities
3340,783,Dalian Jiaotong University,CHN,Universities
3341,783,Southwest Forestry University,CHN,Universities
3342,783,University of Mysore,IND,Universities
3343,783,Allahabad University,IND,Universities
3344,783,Mohammed VI Polytechnic University,MAR,Universities
3345,783,University of Sarajevo,BIH,Universities
3346,783,University of Lethbridge,CAN,Universities
3347,783,Changchun University of Traditional Chinese Medicine,CHN,Universities
3348,783,Indian Institute of Technology Patna,IND,Universities
3349,783,University of Mumbai,IND,Universities
3350,784,University of Sargodha,PAK,Universities
3351,784,National Hellenic Research Foundation,GRC,Government
3352,784,University of Western Sydney,AUS,Universities
3353,784,Hebei University of Engineering,CHN,Universities
3354,784,Lviv Polytechnic National University,UKR,Universities
3355,784,Universidade Federal do Para,BRA,Universities
3356,784,Materials and Energy Research Centre,IRN,Government
3357,784,Universite de Monastir,TUN,Universities
3358,784,Ege University,TUR,Universities
3359,784,International Islamic University Malaysia,MYS,Universities
3360,784,Xuchang University,CHN,Universities
3361,784,Kochi University *,JPN,Universities
3362,784,Banasthali University,IND,Universities
3363,784,Xi'an Modern Chemistry Research Institute,CHN,Government
3364,785,Chang Gung University of Science and Technology,TWN,Universities
3365,785,Adiyaman University,TUR,Universities
3366,785,King Mongkut's Institute of Technology North Bangkok,THA,Universities
3367,785,Gangneung-Wonju National University,KOR,Universities
3368,786,"University of Food Technologies, Plovdiv",BGR,Universities
3369,786,Jahangirnagar University,BGD,Universities
3370,786,Aljouf University,SAU,Universities
3371,786,Laboratorio Nacional de Luz Sincrotron,BRA,Non-Profit
3372,786,Universidad Nacional de Rio Cuarto,ARG,Universities
3373,786,Institute for Research in Fundamental Sciences,IRN,Government
3374,786,Moscow Engineering Physics Institute,RUS,Universities
3375,786,University of Dhaka,BGD,Universities
3376,786,Dalian University *,CHN,Universities
3377,787,Korea Atomic Energy Research Institute,KOR,Government
3378,787,Ehime University *,JPN,Universities
3379,787,Marmara University *,TUR,Universities
3380,787,Kocaeli University *,TUR,Universities
3381,787,Universidade Federal de Lavras,BRA,Universities
3382,787,"Islamic Azad University, Tehran Medical Sciences",IRN,Universities
3383,787,Instituto de Fisica de la Plata,ARG,Government
3384,788,Gaziosmanpasa University,TUR,Universities
3385,788,University of Nis,SRB,Universities
3386,788,University of Nigeria,NGA,Universities
3387,788,Universite Saad Dahlab de Blida 1,DZA,Universities
3388,788,King Saud bin Abdulaziz University for Health Sciences *,SAU,Universities
3389,788,Jeonju University,KOR,Universities
3390,788,Institute of Experimental Physics of the Slovak Academy of Sciences,SVK,Government
3391,789,Universidade Federal dos Vales do Jequitinhonha e Mucuri,BRA,Universities
3392,789,University of Warmia and Mazury,POL,Universities
3393,789,"Curtin University, Malaysia",MYS,Universities
3394,789,Natural Resources Canada,CAN,Government
3395,789,Changsha University,CHN,Universities
3396,789,Korea Aerospace University,KOR,Universities
3397,789,Kalasalingam Academy of Research and Education,IND,Universities
3398,789,Faculte des Sciences dвЂ™El Jadida,MAR,Universities
3399,790,Tianjin University of Commerce China,CHN,Universities
3400,790,Centro Cientifico Tecnologico Bahia Blanca,ARG,Government
3401,790,"Secretaria de Ciencia, Tecnologia e Innovacion Productiva *",ARG,Government
3402,790,University of Peradeniya,LKA,Universities
3403,790,A.P. Vinogradov Institute of Geochemistry Russian Academy of Sciences,RUS,Government
3404,790,Chongqing University of Education,CHN,Universities
3405,790,Instituto Mexicano del Petroleo,MEX,Government
3406,790,Minia University *,EGY,Universities
3407,791,University of Lagos,NGA,Universities
3408,791,Huizhou University,CHN,Universities
3409,791,"Islamic Azad University, Science and Research Branch",IRN,Universities
3410,791,Yeditepe University *,TUR,Universities
3411,791,Shandong JiaoTong University,CHN,Universities
3412,791,Shenyang Aerospace University,CHN,Universities
3413,791,Universidade Estadual de Santa Cruz,BRA,Universities
3414,791,Institute of Chemistry of Far Eastern Branch Russian Academy of Sciences,RUS,Government
3415,792,University of Petroleum and Energy Studies,IND,Universities
3416,792,Malek-Ashtar University of Technology,IRN,Universities
3417,792,Centro Cientifico Tecnologico NOA Sur,ARG,Government
3418,792,Central University of Tamil Nadu,IND,Universities
3419,792,Universidade Federal do Amazonas,BRA,Universities
3420,792,Teikyo University *,JPN,Universities
3421,792,Sophia University,JPN,Universities
3422,792,Beirut Arab University,LBN,Universities
3423,792,Universidade Federal de Ouro Preto,BRA,Universities
3424,792,University of the Ryukyus *,JPN,Universities
3425,792,Universidade Federal do Piaui,BRA,Universities
3426,792,Bangladesh University of Engineering and Technology,BGD,Universities
3427,792,Changshu Institute of Technology,CHN,Universities
3428,793,"Indian Institute of Science Education and Research, Thiruvananthapuram",IND,Government
3429,793,Universita degli Studi della Basilicata,ITA,Universities
3430,793,Hanoi University of Science and Technology,VNM,Universities
3431,793,Central Institute of Medicinal and Aromatic Plants,IND,Government
3432,793,Military Technical College,EGY,Universities
3433,793,"Universidad del Valle, Colombia *",COL,Universities
3434,794,Jordan University of Science and Technology,JOR,Universities
3435,794,"Vietnam National University, Hanoi",VNM,Universities
3436,794,European Space Agency *,MUL,Government
3437,794,Changwon National University,KOR,Universities
3438,794,Universidad de Concepcion *,CHL,Universities
3439,794,Institute of Physics Polish Academy of Sciences,POL,Government
3440,794,Universidad Autonoma Metropolitana,MEX,Universities
3441,794,Amrita University,IND,Universities
3442,794,Princess Nourah bint Abdul Rahman University *,SAU,Universities
3443,795,University of Lucknow,IND,Universities
3444,795,Universidad Autonoma de Coahuila *,MEX,Universities
3445,795,National Chi Nan University,TWN,Universities
3446,795,Inter-University Accelerator Centre,IND,Government
3447,795,M. S. Ramaiah Institute of Technology,IND,Universities
3448,795,Addis Ababa University,ETH,Universities
3449,795,Institut National de Physique Nucleaire et de Physique des Particules,FRA,Government
3450,795,European Space Research and Technology Centre,NLD,Government
3451,795,University of Ibadan,NGA,Universities
3452,795,University of Hyogo,JPN,Universities
3453,795,Universidade Federal da Bahia,BRA,Universities
3454,795,Universidade Federal do Rio Grande,BRA,Universities
3455,796,Universite Abdelmalek Essaadi *,MAR,Universities
3456,796,Xijing University,CHN,Universities
3457,796,Qujing Normal University,CHN,Universities
3458,796,"California Polytechnic State University, San Luis Obispo",USA,Universities
3459,796,Tshwane University of Technology,ZAF,Universities
3460,796,University of Al-Qadisiyah,IRQ,Universities
3461,796,Taishan University,CHN,Universities
3462,796,Bezmialem Vakif University,TUR,Universities
3463,797,Istanbul University Cerrahpasa *,TUR,Universities
3464,797,Liaoning Shihua University,CHN,Universities
3465,797,University of Kerbala,IRQ,Universities
3466,797,"Islamic Azad University, Qaemshahr",IRN,Universities
3467,797,Chaudhary Charan Singh University,IND,Universities
3468,798,Institute of Physics National Academy of Sciences of Ukraine,UKR,Government
3469,798,Tallinn University of Technology,EST,Universities
3470,798,Universidade Federal de Juiz de Fora *,BRA,Universities
3471,798,Universidad Autonoma de Chile,CHL,Universities
3472,798,National Textile University,PAK,Universities
3473,798,Huangshan University,CHN,Universities
3474,798,Ecole Nationale Superieure de Mecanique et d Aerotechnique *,FRA,Universities
3475,798,Thammasat University,THA,Universities
3476,798,Bharathiar University,IND,Universities
3477,798,Ibb University,YEM,Universities
3478,798,Chongqing University of Science and Technology,CHN,Universities
3479,799,Universidade Federal de Sao Joao del Rei,BRA,Universities
3480,799,Bursa Technical University,TUR,Universities
3481,799,St. Anne's University Hospital Brno *,CZE,Health
3482,799,Uludag University,TUR,Universities
3483,800,Leibniz-Institut fur Agrartechnik Potsdam-Bornim,DEU,Government
3484,800,Beijing Institute of Fashion Technology,CHN,Universities
3485,800,University of the Free State,ZAF,Universities
3486,800,M.M. Shemyakin and Yu.A. Ovchinnikov Institute of Bioorganic Chemistry Russian Academy of Sciences,RUS,Government
3487,800,Indian Institute of Technology Jodhpur,IND,Universities
3488,800,University of Electro-Communications,JPN,Universities
3489,800,Ondokuz Mayis University *,TUR,Universities
3490,800,Uzbekistan Academy of Sciences *,UZB,Government
3491,801,Jinggangshan University,CHN,Government
3492,801,Universidade Federal Rural do Rio de Janeiro,BRA,Universities
3493,801,Gauhati University,IND,Universities
3494,801,Institute of Catalysis and Surface Chemistry Polish Academy of Sciences,POL,Government
3495,801,University of Pecs,HUN,Universities
3496,802,"University of Technology, Iraq",IRQ,Universities
3497,802,North Maharashtra University,IND,Universities
3498,802,Alexandru Ioan Cuza University,ROU,Universities
3499,802,Shanxi Datong University,CHN,Universities
3500,802,Instituto de Quimica Fisica de los Materiales Medio Ambiente y Energia,ARG,Government
3501,802,"California State University, Northridge",USA,Universities
3502,802,Hanshan Normal University,CHN,Universities
3503,802,Zhengzhou Normal University,CHN,Universities
3504,802,Burapha University,THA,Universities
3505,802,University of South Bohemia,CZE,Universities
3506,802,Universite du Quebec en Chicoutimi,CAN,Universities
3507,802,Quzhou University,CHN,Universities
3508,802,Bahauddin Zakariya University,PAK,Universities
3509,802,Tunghai University,TWN,Universities
3510,803,"Nippon Steel Corp, Japan",JPN,Companies
3511,803,Escuela Superior Politecnica del Litoral,ECU,Universities
3512,804,Xian Polytechnic University,CHN,Universities
3513,804,Gheorghe Asachi Technical University of Iasi,ROU,Universities
3514,804,National Chin-Yi University of Technology,TWN,Universities
3515,804,Qassim University,SAU,Universities
3516,804,Ss Cyril and Methodius University of Skopje *,MKD,Universities
3517,804,Centro para el Desarrollo de la Nanociencia y la Nanotecnologia,CHL,Government
3518,804,Kyoto Prefectural University,JPN,Universities
3519,804,University of Ghana,GHA,Universities
3520,805,Belgorod State University,RUS,Universities
3521,805,DIT University,IND,Universities
3522,805,Universidade Tiradentes,BRA,Universities
3523,805,GLA University,IND,Universities
3524,805,Gakushuin University,JPN,Universities
3525,805,Platov South-Russian State Polytechnic University,RUS,Universities
3526,805,Universite de Tunis El Manar *,TUN,Universities
3527,806,Umm Al-Qura University,SAU,Universities
3528,806,German University in Cairo,EGY,Universities
3529,806,University of Calcutta,IND,Universities
3530,806,Jazan University,SAU,Universities
3531,806,"Presidency University, Kolkata",IND,Universities
3532,807,Istanbul University *,TUR,Universities
3533,807,Universidad de Sonora,MEX,Universities
3534,807,Hengyang Normal University,CHN,Universities
3535,807,Karadeniz Technical University,TUR,Universities
3536,807,Universidad Tecnologica Nacional *,ARG,Universities
3537,807,Universidade Federal de Mato Grosso,BRA,Universities
3538,807,Seikei University,JPN,Universities
3539,808,Tokyo City University,JPN,Universities
3540,808,Guiyang University,CHN,Universities
3541,808,Yanan University,CHN,Universities
3542,808,University of Nizwa,OMN,Universities
3543,808,University of Karachi,PAK,Universities
3544,808,Meiji Pharmaceutical University,JPN,Universities
3545,808,Universidade Federal de Alagoas,BRA,Universities
3546,809,Universidade Federal de Uberlandia,BRA,Universities
3547,809,Universidad de La Serena,CHL,Universities
3548,809,Universidad Autonoma del Estado de Hidalgo,MEX,Universities
3549,809,Institute of Organic Synthesis Russian Academy of Sciences,RUS,Government
3550,809,Guangdong University of Petrochemical Technology,CHN,Universities
3551,809,Aichi Gakuin University,JPN,Universities
3552,809,Hebei Normal University,CHN,Universities
3553,809,Baoji University of Arts and Sciences,CHN,Universities
3554,810,Hue University,VNM,Universities
3555,810,"Indian Institute of Technology, Gandhinagar",IND,Universities
3556,810,Andong National University,KOR,Universities
3557,810,Shiraz University of Technology,IRN,Universities
3558,811,Universidade do Estado de Santa Catarina,BRA,Universities
3559,811,Mersin University,TUR,Universities
3560,811,University of Calabar,NGA,Universities
3561,811,Universite Ibn Zohr *,MAR,Universities
3562,811,Voronezh State Technical University,RUS,Universities
3563,811,Shahid Bahonar University of Kerman,IRN,Universities
3564,811,Northern Border University,SAU,Universities
3565,811,"Islamic Azad University, Kermanshah",IRN,Universities
3566,811,"Tata Steel Ltd, India",IND,Companies
3567,811,Czestochowa University of Technology,POL,Universities
3568,811,Future University in Egypt,EGY,Universities
3569,811,Instituto de Investigaciones en Fisicoquimica de Cordoba,ARG,Government
3570,811,Universidad de La Habana,CUB,Universities
3571,811,Setsunan University,JPN,Universities
3572,811,Universidade Estadual de Feira de Santana,BRA,Universities
3573,811,Department of Spacecraft Environmental Engineering,CHN,Government
3574,811,"University of the West Indies, Mona Campus *",JAM,Universities
3575,812,Ministry of Health and Medical Education,IRN,Health
3576,812,Universidad Autonoma del Estado de Morelos,MEX,Universities
3577,812,Pontificia Universidade Catolica do Rio de Janeiro,BRA,Universities
3578,812,Universidad Nacional de Tucuman *,ARG,Universities
3579,812,University of Bucharest,ROU,Universities
3580,812,Chinese Academy of Geological Sciences *,CHN,Government
3581,812,Institute of Organic Chemistry with Centre of Phytochemistry Bulgarian Academy of Sciences,BGR,Government
3582,813,Federal University of Technology Akure,NGA,Universities
3583,813,Karnatak University,IND,Universities
3584,813,Shanghai Institute of Optics and Fine Mechanics Chinese Academy of Sciences,CHN,Government
3585,813,Institute of Chemical Biology and Fundamental Medicine Russian Academy of Sciences,RUS,Government
3586,813,BMS College of Engineering,IND,Universities
3587,813,Al-Nahrain University,IRQ,Universities
3588,813,S.N. Bose National Centre for Basic Sciences ,IND,Government
3589,813,Changchun Normal University,CHN,Universities
3590,813,Golestan University of Medical Sciences and Health Services,IRN,Universities
3591,813,Kyonggi University,KOR,Universities
3592,813,"Universidad Nacional de San Martin, Argentina *",ARG,Universities
3593,813,Anhui Jianzhu University,CHN,Universities
3594,814,Institute of Metallurgy and Materials Science Polish Academy of Sciences,POL,Government
3595,814,Centro de Investigacion en Quimica Aplicada,MEX,Government
3596,814,University of Split,HRV,Universities
3597,814,Inner Mongolia Agricultural University,CHN,Universities
3598,814,Universidade Federal de Campina Grande,BRA,Universities
3599,815,Cleveland State University,USA,Universities
3600,815,University of Science and Technology Liaoning,CHN,Universities
3601,815,Universidad del Bio-Bio,CHL,Universities
3602,815,Balikesir University,TUR,Universities
3603,815,Saint Petersburg Mining University,RUS,Universities
3604,815,"Universidad Andres Bello, Chile",CHL,Universities
3605,815,Institute for Tropical Technology,VNM,Government
3606,815,Shenyang Normal University,CHN,Universities
3607,815,Bharath Institute of Higher Education and Research,IND,Universities
3608,816,Institute of Macromolecular Compounds Russian Academy of Sciences,RUS,Government
3609,816,Instituto Nacional de Investigaciones Nucleares,MEX,Government
3610,816,National Academy of Sciences of Belarus *,BLR,Government
3611,816,Kurume University *,JPN,Universities
3612,816,University of Mosul,IRQ,Universities
3613,816,Universite Chouaib Doukkali *,MAR,Universities
3614,816,Al-Farabi Kazakh National University,KAZ,Universities
3615,816,Volgograd State Technical University,RUS,Universities
3616,816,Nuclear Physics Institute of the ASCR,CZE,Government
3617,816,Lanzhou City University,CHN,Universities
3618,817,Charles Darwin University *,AUS,Universities
3619,817,Universite Mustapha Stambouli de Mascara,DZA,Universities
3620,817,Indian Council of Medical Research *,IND,Health
3621,817,Anqing Normal University,CHN,Universities
3622,817,Centro de Investigaciones en Optica,MEX,Government
3623,818,Ahmadu Bello University *,NGA,Universities
3624,818,Comision Nacional de Energia Atomica Argentina *,ARG,Government
3625,818,Universidade Estadual do Centro-Oeste,BRA,Universities
3626,818,University of Misan,IRQ,Universities
3627,818,Nikolaev Institute of Inorganic Chemistry Russian Academy of Sciences,RUS,Government
3628,818,"Laboratoire Avance de Spectroscopie pour les Interactions, la Reactivite et l'Environnement",FRA,Government
3629,818,Rashtrasant Tukadoji Maharaj Nagpur University,IND,Universities
3630,818,Anyang Institute of Technology,CHN,Universities
3631,818,Bangladesh Agricultural University,BGD,Universities
3632,818,High Energy Accelerator Research Organization,JPN,Government
3633,818,Universite de Corse Pascal Paoli *,FRA,Universities
3634,818,National Institute of Technology Durgapur,IND,Universities
3635,819,Vavilov Institute of General Genetics Russian Academy of Sciences,RUS,Government
3636,819,King Mongkut's Institute of Technology Ladkrabang,THA,Universities
3637,819,Samara State Technical University,RUS,Universities
3638,819,Qinghai University for Nationalities,CHN,Universities
3639,819,University of West Attica,GRC,Universities
3640,819,University of Venda,ZAF,Universities
3641,819,Christ University,IND,Universities
3642,819,Nelson Mandela Metropolitan University,ZAF,Universities
3643,819,Universidade Federal de Sergipe,BRA,Universities
3644,819,National Institute of Metrology,CHN,Government
3645,819,"State University of New York, College of Environmental Science and Forestry",USA,Universities
3646,820,Universidad de Cartagena,COL,Universities
3647,820,Universidade Federal da Grande Dourados,BRA,Universities
3648,820,Wannan Medical College *,CHN,Universities
3649,820,Universidad Mayor *,CHL,Universities
3650,820,Zhoukou Normal University,CHN,Universities
3651,820,Himachal Pradesh University,IND,Universities
3652,820,University of Basrah,IRQ,Universities
3653,820,Bahcesehir University *,TUR,Universities
3654,820,Pakistan Atomic Energy Commission *,PAK,Government
3655,820,Universidade do Estado da Bahia,BRA,Universities
3656,820,Firat University,TUR,Universities
3657,821,Kirikkale University *,TUR,Universities
3658,821,Institut Pprime - Recherche et Ingenierie en Materiaux Mecanique et Energetique,FRA,Government
3659,821,Vali-e-Asr University,IRN,Universities
3660,821,"Islamic Azad University, North Tehran Branch",IRN,Universities
3661,821,Tomsk State University of Control Systems and Radioelectronics,RUS,Universities
3662,821,Liaoning University of Technology,CHN,Universities
3663,821,Saratov State University,RUS,Universities
3664,821,Gujarat University,IND,Universities
3665,822,Jiujiang University,CHN,Universities
3666,822,Technical University of Kosice,SVK,Universities
3667,822,Atomic Energy Organization of Iran *,IRN,Government
3668,822,Manhattan College,USA,Universities
3669,822,Nuclear Science and Technology Research Institute,IRN,Government
3670,822,North-Eastern Hill University,IND,Universities
3671,822,Sri Siva Subramania Nadar College of Engineering,IND,Universities
3672,822,University Malaysia Terengganu,MYS,Universities
3673,822,A.E. Arbuzov Institute of Organic and Physical Chemistry Russian Academy of Sciences,RUS,Government
3674,822,Texas Christian University,USA,Universities
3675,822,Nahda University,EGY,Universities
3676,823,"Institut UTINAM, Univers, Transport, Interfaces Nanostructures, Atmosphere et Environnement, Molecules",FRA,Government
3677,823,Urmia University of Technology,IRN,Universities
3678,824,Universite Bordeaux Montaigne *,FRA,Universities
3679,824,Pharos University in Alexandria,EGY,Universities
3680,824,Zhaoqing University,CHN,Universities
3681,824,University of Burdwan,IND,Universities
3682,824,Gubkin University,RUS,Universities
3683,824,Faculdade Evangelica Mackenzie do Parana,BRA,Universities
3684,824,Bose Institute Kolkata,IND,Government
3685,824,Mangalore University,IND,Universities
3686,824,Universidade Estadual da Paraiba,BRA,Universities
3687,824,Nara Women's University,JPN,Universities
3688,825,Hindustan University,IND,Universities
3689,825,"Islamic Azad University, Yazd",IRN,Universities
3690,825,University of Anbar,IRQ,Universities
3691,825,Suranaree University of Technology,THA,Universities
3692,826,Shaanxi University of Technology,CHN,Universities
3693,826,Sri Krishnadevaraya University,IND,Universities
3694,826,Dr BR Ambedkar National Institute of Technology,IND,Universities
3695,826,Tenaga National University,MYS,Universities
3696,826,Obuda University,HUN,Universities
3697,826,Siberian State Medical University,RUS,Universities
3698,826,"Islamic Azad University, Central Tehran Branch",IRN,Universities
3699,826,Research Institute of Petroleum Exploration and Development,CHN,Government
3700,827,Cyprus University of Technology,CYP,Universities
3701,827,University of Oradea,ROU,Universities
3702,828,Fundacao Universidade Regional de Blumenau,BRA,Universities
3703,828,National Defense Academy of Japan,JPN,Universities
3704,828,Islamic University of Indonesia,IDN,Universities
3705,828,Universidad Autonoma de San Luis Potosi,MEX,Universities
3706,828,Opole University,POL,Universities
3707,828,Instituto Mexicano del Seguro Social *,MEX,Health
3708,828,National Institute of Technology Kurukshetra,IND,Universities
3709,828,Canakkale Onsekiz Mart Universitesi *,TUR,Universities
3710,829,Weifang University,CHN,Universities
3711,829,Taiyuan University of Science and Technology,CHN,Universities
3712,829,Institute of Thermophysics Siberian Branch of the Russian Academy of Science,RUS,Government
3713,829,Kurnakov Institute of General and Inorganic Chemistry Russian Academy of Sciences,RUS,Government
3714,829,Institute of Physics of the Slovak Academy of Sciences,SVK,Government
3715,829,A. V. Rzhanov Institute of Semiconductor Physics Russian Academy of Sciences,RUS,Government
3716,829,Universidad Autonoma del Estado de Mexico,MEX,Universities
3717,830,Beijing Institute of Aeronautical Materials,CHN,Companies
3718,830,University of Miskolc,HUN,Universities
3719,830,Peng Cheng Laboratory,CHN,Government
3720,830,Binzhou University,CHN,Universities
3721,830,Southwest Research Institute,USA,Non-Profit
3722,830,University of Fukui *,JPN,Universities
3723,831,Central Leather Research Institute,IND,Government
3724,831,Southern Federal University,RUS,Universities
3725,831,KL University,IND,Universities
3726,831,Universidade do Estado do Rio de Janeiro,BRA,Universities
3727,831,National Institute for Standards,EGY,Government
3728,831,Azarbaijan Shahid Madani University,IRN,Universities
3729,831,Benemerita Universidad Autonoma de Puebla *,MEX,Universities
3730,832,Piri Reis University,TUR,Universities
3731,832,Universidade Estadual do Norte Fluminense Darcy Ribeiro,BRA,Universities
3732,832,"Islamic Azad University, Arak Branch",IRN,Universities
3733,832,Tecnologico Nacional de Mexico *,MEX,Government
3734,832,National Institute of Materials Physics,ROU,Government
3735,832,Czech University of Life Sciences Prague,CZE,Universities
3736,833,Kazan Scientific Center Russian Academy of Sciences,RUS,Government
3737,833,Escuela Politecnica Nacional,ECU,Universities
3738,833,Eskisehir Osmangazi University *,TUR,Universities
3739,833,Guizhou Normal University,CHN,Universities
3740,833,Universite de Gabes *,TUN,Universities
3741,833,Huanghuai University,CHN,Universities
3742,833,China Iron and Steel Research Institute Group,CHN,Government
3743,833,Maejo University,THA,Universities
